ICORG,CISLOFA,ICDOD,DODAVATEL,UCELPLATBY,CASTKA,DATVYST,DATSPLAT,PLOZKA,UCETNIID,POZN
66003008,2024038,311391,"CENDIS, s.p.",Výroba a dodávka průkazů řidiče taxislužby,206668,2024-02-12,2024-03-14,5139,FD2400228,
66003008,2024039,311391,"CENDIS, s.p.",provoz NKM za 1/2024,243476.20,2024-02-12,2024-03-14,5168,FD2400229,
66003008,2024040,311391,"CENDIS, s.p.",řízení projektů 12/2023,248960.53,2024-01-01,2024-03-14,5168,FD2400230,
66003008,2024041,311391,"CENDIS, s.p.",služby rutinního provozu 1/2024,1861638.58,2024-02-12,2024-03-14,5168,FD2400231,
66003008,2024042,311391,"CENDIS, s.p.",řízení RSV a IS TP za 1/2024,130286.75,2024-02-13,2024-03-14,5168,FD2400232,
66003008,2024043,311391,"CENDIS, s.p.",služby v oblasti správy a provozu ICT za 1/2024 back office,243936,2024-02-13,2024-02-21,5168,FD2400233,
66003008,202401,74272993,Mgr. Martin Šojdr,zajištění grafického zpracování letáku VIA VINDOBONA,48000,2024-02-12,2024-03-14,5179,FD2400234,
66003008,15240224,26454807,"HAVEL & PARTNERS s.r.o., advokátní kancelář",služby právní podpory pro O 010 v roce 2024,108900,2024-02-07,2024-03-14,5166,FD2400235,
66003008,132024,27062171,Hypermarket Film s.r.o.,zajištění služeb a licenčních oprávnění k prezentaci osvětového dokumentu 13:MINUT o vinících závažných nehod způsobených nepřiměřenou rychlostí na projektových dnech BESIP pro žáky středních škol,49610,2024-02-13,2024-03-26,5041,FD2400236,
66003008,20249010,60481153,IVA MORAVCOVÁ,služby dopravního psychologa na projektové dny SŠ - Jihočeský kraj,10000,2024-02-13,2024-03-27,5169,FD2400238,
66003008,5183171927,47114983,"Česká pošta, s.p.",Komerční a kvalifikované certifikáty,4800.02,2024-02-13,2024-02-27,5168,FD2400239,
66003008,5118599929,47114983,"Česká pošta, s.p.",poštovní služby,171686,2024-02-07,2024-02-28,5161,FD2400240,
66003008,5118602869,47114983,"Česká pošta, s.p.",poštovní služby,7369,2024-02-12,2024-03-01,5161,FD2400241,
66003008,210101,68470835,Lada Kocianová,Provádění prevence v oblasti bezpečnosti silničního provozu a dopravní výchovy v Královéhradeckém kraji za 1/2024,63800,2024-02-13,2024-03-14,5169,FD2400242,
66003008,90111628,25145444,ICZ a.s.,"Zabezpečení provozu IS pro vedení CRŘ, 1/2024",2385575.50,2024-02-14,2024-03-15,5168,FD2400243,
66003008,90111629,25145444,ICZ a.s.,"Služby zvýšeného bezpečnostního dohledu CRŘ, 1/2024",416215.80,2024-02-14,2024-03-15,5168,FD2400244,
66003008,7102400080,61459445,"ČD-Telematika, a.s.",Údržba ICT infrastruktury 1/2024,23437.70,2024-02-08,2024-03-15,5162,FD2400245,
66003008,7112400081,61459445,"ČD-Telematika, a.s.",Telefonní linka ČDT 1/2024,1149.50,2024-02-08,2024-03-15,5162,FD2400246,
66003008,2442027911,25656635,"Pražské vodovody a kanalizace, a.s.",k FDZ 2300054 a 2300074 - vyúčtování vodné a stočné 5.11.2023 - 12.2.2024,31191,2024-02-13,2024-03-15,5151,FD2400247,
66003008,2024044,311391,"CENDIS, s.p.","Webeditor a spolupráce na kampaních, projektové řízení za 1/2024",53442.68,2024-02-14,2024-03-15,5168,FD2400248,
66003008,2024046,311391,"CENDIS, s.p.",aplikace e-Testy za 1/2024 - paušál,103455,2024-02-14,2024-03-15,5168,FD2400249,
66003008,483310060,1718053,Hyundai Praha Domanský s.r.o.,výměna zadních brzdových kotoučů a destiček na služebním vozidle Hyundai Tucson 5AP 3227,10301,2024-02-12,2024-03-15,5171,FD2400250,
66003008,20240006,67669352,Mgr. Jindra Stehlíková,tlumočení na jednání s alžírským ministrem dopravy 14.2.2024,6000,2024-02-15,2024-03-15,5169,FD2400251,
66003008,101110198,49704362,ASIANA s.r.o.,Letenky - Ondřej Rohlík - ZPC 48/2024,7010,2024-02-16,2024-03-15,5173,FD2400252,
66003008,101110221,49704362,ASIANA s.r.o.,Letenky - Martina Nováčková - ZPC 51/2024,3113,2024-02-16,2024-03-15,5173,FD2400253,
66003008,10119994,49704362,ASIANA s.r.o.,Letenky - Michal Reinohl - ZPC 49/2024,8201,2024-02-15,2024-03-15,5173,FD2400254,
66003008,101110218,49704362,ASIANA s.r.o.,"Letenky - Petr Čečák, Zdeněk Jelínek - ZPC 52-53/2024",11832,2024-02-16,2024-03-15,5173,FD2400255,
66003008,101110195,49704362,ASIANA s.r.o.,Letenky - Ondřej Rohlík - ZPC 47/2024,26943,2024-02-16,2024-03-15,5173,FD2400256,
66003008,1091639,49704362,ASIANA s.r.o.,Jízdenky vlak - Martina Nováčková - ZPC 51/2024,1860,2024-02-16,2024-03-15,5173,FD2400257,
66003008,101110222,49704362,ASIANA s.r.o.,Letenky - Martina Nováčková - ZPC 51/2024,6349,2024-02-16,2024-03-15,5173,FD2400258,
66003008,24110024,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,95415.76,2024-02-15,2024-03-15,5139,FD2400259,
66003008,90111644,25145444,ICZ a.s.,Úpravy aplikace RSV - Mobilní aplikace,987360,2024-02-15,2024-03-15,6111,FD2400260,
66003008,20240089,24656631,IT FRIENDS s.r.o.,PC zařízení „OptiPlex All-in-One 7410 35W TC CTO 12ks,291634.20,2024-02-15,2024-03-15,5137,FD2400261,
66003008,2024012017,47903783,Gordic spol. s r.o.,služby podpory eSSL 1/2024,212627.25,2024-02-14,2024-03-18,5168,FD2400262,
66003008,3662400003,4308697,Aricoma Systems a.s.,Podpora provozu IS TP 1/2024,1173700,2024-02-15,2024-03-15,5168,FD2400263,
66003008,5183168916,47114983,"Česká pošta, s.p.",Komerční a kvalifikované certifikáty,5279.99,2024-02-06,2024-02-26,5168,FD2400264,
66003008,65141473,177041,ŠKODA AUTO a.s.,Pronájem vozidla pro člena vlády za 16.11.2023-15.2.2024,40000,2024-02-16,2024-03-15,5164,FD2400265,
66003008,4801004940,62913671,"Up Česká republika, s. r. o.",stravenky,460000,2024-02-19,2024-02-29,5169,FD2400266,
66003008,231179,26694425,WATTCOM s.r.o.,servisní prohlídka požární signalizace a hasicího systému v serverovně č. 166/P,11979,2024-02-19,2024-03-20,5169,FD2400267,
66003008,101110714,49704362,ASIANA s.r.o.,Letenky - Patrik Zapletal - ZPC 50/2024,14724,2024-02-19,2024-03-20,5173,FD2400268,
66003008,24110025,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,75714.54,2024-02-19,2024-03-20,5139,FD2400269,
66003008,240100027,47309971,Lovosklady a.s.,Pronájem skladovacích prostor pro uložení materiálů BESIP Ústeckého kraje za 2/2024,3025.01,2024-02-19,2024-03-20,5164,FD2400270,
66003008,2024048,311391,"CENDIS, s.p.",pohoštění na jednání výboru Rady vlády pro BESIP dne 14.02.2024,1249,2024-02-15,2024-03-20,5175,FD2400271,
66003008,2024049,311391,"CENDIS, s.p.",dodání občerstvení na seminář 'Kombinovaná doprava v logistice' dne 31.01.2024,13060,2024-02-15,2024-03-20,5175,FD2400272,
66003008,2024050,311391,"CENDIS, s.p.",údržba a podpora provozu ORP za 1/2024,218208.98,2024-02-19,2024-03-20,5168,FD2400273,
66003008,10006,231401,Město Benešov,dopravní výuka ZŠ na DHH Benešov 1/2024,5400,2024-02-12,2024-03-20,5169,FD2400274,
66003008,1091693,49704362,ASIANA s.r.o.,Ubytování - Petr Čečák - ZPC 45/2024,15300,2024-02-20,2024-03-21,5173,FD2400275,
66003008,2323013,15530345,DIVYP Brno s.r.o.,Zajištění Komise MD pro udělování oprávnění a osvědčení k provádění prohlídek mostních objektů pro rok 2023,96800,2024-01-01,2024-03-21,5169,FD2400277,
66003008,20240119,27285359,Agentura Parole s.r.o.,"Jazyková výuka, 1/2024 - český jazyk",3267,2024-02-15,2024-03-27,5167,FD2400278,
66003008,20240120,27285359,Agentura Parole s.r.o.,"Jazyková výuka, 1/2024 - německý jazyk",16335,2024-02-15,2024-03-22,5167,FD2400279,
66003008,20240121,27285359,Agentura Parole s.r.o.,"Jazyková výuka, 1/2024 - anglický jazyk",69015.38,2024-02-15,2024-03-22,5167,FD2400280,
66003008,132430096,28510011,"Komterm Čechy, s.r.o.",Oprava havárie kotlového tělesa,83107,2024-02-19,2024-03-21,5171,FD2400281,
66003008,100231063,25307126,"MAXPROGRES, s.r.o.",měsíční zkouška EPS 2/2024,2722.50,2024-02-19,2024-03-21,5169,FD2400282,
66003008,244100932,2180898,BARELOVÁ VODA s.r.o.,barelová voda,5989.50,2024-02-20,2024-03-21,5175,FD2400283,
66003008,5831240202,2819678,O2 IT Services s.r.o.,Poskytování služeb provozu infrastruktury pro informační systémy MD 1/2024,4677156.99,2024-02-15,2024-03-22,5168,FD2400284,
66003008,5118604117,47114983,"Česká pošta, s.p.",poštovní služby - zákaznické jízdy 1/2024,4961,2024-02-13,2024-03-08,5169,FD2400285,
66003008,8851103824,64949681,T-Mobile Czech Republic a.s.,AzureMonetaryCommit Consumption 1/2024,69052.38,2024-02-19,2024-03-22,5168,FD2400286,
66003008,9112400041,42869048,"OPTYS, spol. s r.o.",Pověření pro výkon dozorové činnosti v resortu dopravy,54208,2024-02-21,2024-03-22,5139,FD2400287,
66003008,24026,87345994,Jaroslav Baščík,odborná kontrola stacionární a posuvné regálové techniky,5687,2024-02-21,2024-03-22,5169,FD2400288,
66003008,1322400484,63073188,"Přerost a Švorc - auto, s.r.o.",Úhrada smluvní spoluúčasti - služební vozidlo - Hyundai i40 5AE 2776,1736,2024-01-26,2024-03-22,5171,FD2400289,
66003008,10400699,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,školení - JUDr. Mgr.Josef Vacek,2935.50,2024-02-22,2024-03-22,5167,FD2400290,
66003008,242024,9033181,"MediaKIDS Publishing s.r.o. (původně Valora Investment),",Inzerce v Časopisu Puntik 3/2024,27830,2024-02-22,2024-03-22,5169,FD2400291,
66003008,240059,27139280,KRISTYÁN cz s.r.o.,plnoautomaticky kávovar DeLonghi 6ks,53940,2024-02-22,2024-03-22,5137,FD2400292,
66003008,24110027,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,96481.77,2024-02-22,2024-03-22,5139,FD2400293,
66003008,2024051,311391,"CENDIS, s.p.",technická podpora Microsoft za 1/2024,162383.10,2024-02-22,2024-03-01,5168,FD2400294,
66003008,2024052,311391,"CENDIS, s.p.",řízení projektů 1/2024,260234.70,2024-02-22,2024-03-22,5168,FD2400295,
66003008,2024047,311391,"CENDIS, s.p.",poskytování odborných poradenských a dalších služeb 1/2024,835354,2024-02-15,2024-03-01,5168,FD2400296,
66003008,240255,6846467,bake&bistro s.r.o.,Obnova gastro vybavení kuchyně Ministerstva dopravy,1989300.50,2024-02-22,2024-03-22,6122,FD2400297,
66003008,240255,6846467,bake&bistro s.r.o.,Obnova gastro vybavení kuchyně Ministerstva dopravy,96800,2024-02-22,2024-03-22,6121,FD2400297,
66003008,240255,6846467,bake&bistro s.r.o.,Obnova gastro vybavení kuchyně Ministerstva dopravy,29370.33,2024-02-22,2024-03-22,5137,FD2400297,
66003008,5183178265,47114983,"Česká pošta, s.p.",Komerční a kvalifikované certifikáty,3510,2024-02-22,2024-03-07,5168,FD2400298,
66003008,202400016,28241266,TITIO s.r.o.,Technická podpora a údržba stránek MD ČR za 1/2024,17545,2024-01-31,2024-03-22,5168,FD2400299,
66003008,202400018,28241266,TITIO s.r.o.,Technická podpora a údržba stránek MD ČR 12/2023,17545,2024-01-01,2024-03-22,5168,FD2400300,
66003008,2024000221,27574032,Netfox s.r.o.,Prodloužení podpory hardware DELL,107327,2024-02-21,2024-03-22,5168,FD2400301,
66003008,24110028,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,2616939.60,2024-02-22,2024-03-22,5139,FD2400302,
66003008,11240103,49098934,EVROFIN Int.spol.s.r.o.,2x Cartridge IS 420-480 pro frankovací stroj,10877.90,2024-02-21,2024-03-22,5139,FD2400303,
66003008,16070,64948251,ALTRON a.s.,Systém záložního napájení p125,2275627.64,2024-02-22,2024-03-26,6125,FD2400304,
66003008,16070,64948251,ALTRON a.s.,Systém záložního napájení p125,2275627.64,2024-02-22,2024-04-02,6125,FD2400304,
66003008,2024053,311391,"CENDIS, s.p.",poskytování odborných poradenských a dalších služeb,10086681,2024-02-23,2024-03-22,6111,FD2400305,
66003008,2024054,311391,"CENDIS, s.p.",Rozvoj aplikace eTesty-AIFO,2185018,2024-02-23,2024-03-22,6111,FD2400306,
66003008,24110030,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,71898.20,2024-02-26,2024-03-27,5139,FD2400307,
66003008,1031256,49704362,ASIANA s.r.o.,Dobropis k FD 2400256 - letenky - Ondřej Rohlík - ZPC 47/2024,-2219,2024-02-25,2024-04-02,5173,FD2400308,
66003008,1031256,49704362,ASIANA s.r.o.,Dobropis k FD 2400256 - letenky - Ondřej Rohlík - ZPC 47/2024,0,2024-02-25,2024-04-02,5991,FD2400308,
66003008,101112237,49704362,ASIANA s.r.o.,Letenky - Helena Budská - ZPC 57/2024,31705,2024-02-26,2024-03-27,5173,FD2400309,
66003008,2024055,311391,"CENDIS, s.p.",dodání občerstvení pro členy zkušební komise a osoby zajišťující úřednické zkoušky konané dne 22.02.2024,593,2024-02-26,2024-03-27,5175,FD2400310,
66003008,40400200,61058297,Active Radio a.s.,Odvysílání komunikačních prvků,287319.64,2024-02-26,2024-03-28,5169,FD2400311,
66003008,24130004,71841539,ZDENĚK LOKAJ,"odborné posouzení 'Dlouhodobé koncepce rozvoje výzkumné organizace CDV, v.v.i.'",6655,2024-02-26,2024-03-27,5166,FD2400312,
66003008,2024057,311391,"CENDIS, s.p.","Projektový dohled, technologický dohled a supervize pro implementaci Resortního mapového portálu MD Geoportál za 12/2023",157300,2024-01-01,2024-03-28,6111,FD2400313,
66003008,2024058,311391,"CENDIS, s.p.","Zajištění provozu, podpory, údržby a rozvoje informačního systému Rejstřík podnikatelů v silniční dopravě za 1/2024",67375.22,2024-02-27,2024-03-28,5168,FD2400314,
66003008,2024059,311391,"CENDIS, s.p.",správa a provoz IS ADR za 1/2024,34122,2024-02-27,2024-03-28,5168,FD2400315,
66003008,2024060,311391,"CENDIS, s.p.",Poskytování služeb projektové a architektonické kanceláře za 1/2024,1965121.07,2024-02-27,2024-03-28,5168,FD2400316,
66003008,2024061,311391,"CENDIS, s.p.",Zajištění provozu a rozvoje informačního systému Portál dopravy 1/2024,1954078.32,2024-02-27,2024-03-28,5168,FD2400317,
66003008,101112517,49704362,ASIANA s.r.o.,Letenky - Renata Slabá - ZPC 58/2024,10525,2024-02-27,2024-03-28,5173,FD2400318,
66003008,101112511,49704362,ASIANA s.r.o.,Letenky - Ondřej Rohlík - ZPC 60/2024,12237,2024-02-27,2024-03-28,5173,FD2400319,
66003008,101112530,49704362,ASIANA s.r.o.,Letenky - Marie Hauerová - ZPC 59/2024,9206,2024-02-27,2024-03-28,5173,FD2400320,
66003008,1091807,49704362,ASIANA s.r.o.,Ubytování - Václav Nesládek - ZPC 61/2024,3404,2024-02-27,2024-03-28,5173,FD2400321,
66003008,101112570,49704362,ASIANA s.r.o.,Letenky - Václav Nesládek - ZPC 61/2024,13060,2024-02-27,2024-03-28,5173,FD2400322,
66003008,240100003,27247881,"Aktuální paragrafy JUDr.Pavel Chládek, s.r.o.",školení - Mgr. Lukáš Pawlita,3013,2024-02-26,2024-03-28,5167,FD2400323,
66003008,240100035,27247881,"Aktuální paragrafy JUDr.Pavel Chládek, s.r.o.","školení - Poláková,Krmelová,Šenk,Traušková a Tichý",14311.75,2024-02-26,2024-03-28,5167,FD2400324,
66003008,240100036,27247881,"Aktuální paragrafy JUDr.Pavel Chládek, s.r.o.",školení - Ing. Michal Němec,2862.35,2024-02-26,2024-03-28,5167,FD2400325,
66003008,240101837,28988230,"Aliaves & Co., a. s.",školení - Ing. Zdeněk Kratochvíl,3617.90,2024-02-27,2024-03-28,5167,FD2400326,
66003008,240101838,28988230,"Aliaves & Co., a. s.",školení -  Danišová a Tasch,8445.80,2024-02-27,2024-03-28,5167,FD2400327,
66003008,240100047,29301998,Sekurkon s.r.o.,školení - Ing. Kateřina Kajtová,2783,2024-02-27,2024-03-28,5167,FD2400328,
66003008,240097,27662101,Tribun EU s.r.o.,zajištění tisku vzorových letáků - Via Vindobona,628,2024-02-20,2024-03-28,5139,FD2400329,
66003008,5006250541,27082440,Alza.cz a.s.,"prezentér,USB,video kabely",11335,2024-02-23,2024-03-28,5139,FD2400330,
66003008,101112804,49704362,ASIANA s.r.o.,Letenky - Patrik Zapletal - ZPC 62/2024,27229,2024-02-28,2024-03-28,5173,FD2400331,
66003008,101112914,49704362,ASIANA s.r.o.,Letenky - Stanislav Dvořák a Milan Janda - ZPC 68-69/2024,34604,2024-02-28,2024-03-28,5173,FD2400332,
66003008,1091845,49704362,ASIANA s.r.o.,Ubytování - Stanislav Dvořák a Milan Janda - ZPC 68-69/2024,39308,2024-02-28,2024-03-28,5173,FD2400333,
66003008,2024001,10846778,Martina Kosíková,Pomocné a ostatní kancelářské služby 2/2024,9000,2024-02-28,2024-03-28,5169,FD2400334,
66003008,2024062,311391,"CENDIS, s.p.",Zajištění veřejné zakázky a souvisejících procesů pro dodávku ISVD za 1/2024,125401.38,2024-02-28,2024-03-28,6111,FD2400335,
66003008,2024063,311391,"CENDIS, s.p.","Podpora IFS2, 1/2024",538450,2024-02-28,2024-03-28,5168,FD2400336,
66003008,2024064,311391,"CENDIS, s.p.","Podpora IFS2, 1/2024",38115,2024-02-28,2024-03-28,5168,FD2400337,
66003008,2024065,311391,"CENDIS, s.p.",Zajištění technologie CDN pro aplikaci eTesty za období 11-12/2023 a 1/2024,5280.95,2024-01-01,2024-03-06,5168,FD2400338,
66003008,2024066,311391,"CENDIS, s.p.",Provoz systému ISUA za 1/2024,145200,2024-02-28,2024-03-28,5168,FD2400339,
66003008,2400307,1279,"Státní tiskárna cenin, s.p.",Dobropis k FD 2400220 - digitální tachografy - personalizace 1/2024,-4331.80,2024-02-28,2024-03-28,5139,FD2400340,
66003008,2400307,1279,"Státní tiskárna cenin, s.p.",Dobropis k FD 2400220 - digitální tachografy - personalizace 1/2024,0,2024-02-28,2024-03-28,5991,FD2400340,
66003008,2024018,43937420,Miroslav Mikulík,Oprava vertikálních žaluzií - v místnosti č.51/1P a 53/1P,12815,2024-02-28,2024-03-28,5171,FD2400341,
66003008,244022663,27830306,B2B Partner s.r.o.,kožená křesla Luxor 3ks,24348.83,2024-02-28,2024-03-28,5137,FD2400343,
66003008,24200849,27596494,"Marking Center CZ, a.s.",vizitky a printy,2436,2024-02-29,2024-03-28,5139,FD2400344,
66003008,24110031,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,103294.07,2024-02-29,2024-03-28,5139,FD2400345,
66003008,1012400090,26367530,"Vydavatelství a nakladatelství Aleš Čeněk, s.r.o.",publikace,9299,2024-02-29,2024-03-28,5136,FD2400346,
66003008,2022024,8576980,Daniela Lukašíková,služby podpůrných činností pro O 010 za 2/2024,33120,2024-02-29,2024-03-28,5169,FD2400347,
66003008,483310087,1718053,Hyundai Praha Domanský s.r.o.,pravidelná servisní kontrola na služebním vozidle Hyundai i40 5AE 0463,12536,2024-02-26,2024-03-28,5171,FD2400348,
66003008,20240233,14978831,Josef Mráček,vyměna poškozené pneumatiky na služebním vozidle Škoda Superb 5ST 5346,5532,2024-02-26,2024-03-28,5171,FD2400349,
66003008,101113221,49704362,ASIANA s.r.o.,"Letenky - Alica Delčevová, Václav Kobera, Ondřej Šváb a Patrik Zapletal  - ZPC 70-73/2024",60412,2024-02-29,2024-03-28,5173,FD2400350,
66003008,1123000724,60460709,Česká zemědělská univerzita v Praze,účast Ministerstva dopravy na Veletrhu pracovních příležitostí,33880,2024-02-29,2024-03-28,5176,FD2400351,
66003008,310240284,25434471,CardHouse s.r.o.,nákup spotřebního materiálu do tiskárny MATICA XID8600 600DPI pro tisk průkazů způsobilosti k vedení námořní jachty,9147.60,2024-02-29,2024-03-28,5139,FD2400352,
66003008,310240285,25434471,CardHouse s.r.o.,"2 ks stolních čteček TWN 4 o frekvenci 13,56 MHz",7863.79,2024-02-29,2024-03-28,5137,FD2400353,
66003008,20240004,17814171,Mgr. Sára Raabe,Zajištění PR komunikace BESIP 2/2024,10000,2024-03-01,2024-03-28,5169,FD2400354,
66003008,101113421,49704362,ASIANA s.r.o.,Letenky - Ladislav Klimeš - ZPC 74/2024,8659.50,2024-03-01,2024-03-28,5173,FD2400355,
66003008,101113423,49704362,ASIANA s.r.o.,Letenky - Martin Dillinger - ZPC 75/2024,10501,2024-03-01,2024-03-28,5173,FD2400356,
66003008,1091893,49704362,ASIANA s.r.o.,Ubytování - Ladislav Klimeš - ZPC 74/2024,20850,2024-03-01,2024-03-28,5173,FD2400357,
66003008,20240002,71750100,Ing. Šárka Machová,Poskytování služeb v oblasti účetnictví za 2/2024,15755,2024-03-01,2024-03-28,5169,FD2400358,
66003008,2400324,1279,"Státní tiskárna cenin, s.p.",Průkaz PPZŘ - PERSONALIZACE 2/2024,9233.06,2024-03-01,2024-03-28,5139,FD2400359,
66003008,2400323,1279,"Státní tiskárna cenin, s.p.",Řidičské průkazy BLESK - PERSONALIZACE - 2/2024,1005645.69,2024-03-01,2024-03-28,5139,FD2400360,
66003008,2400322,1279,"Státní tiskárna cenin, s.p.",Řidičské průkazy - PERSONALIZACE - 2/2024,8669109.98,2024-03-01,2024-03-28,5139,FD2400361,
66003008,132024,27174140,"Utilis, s.r.o.",překlad z ČJ do AJ,1100,2024-03-01,2024-03-28,5169,FD2400362,
66003008,1148257,24146978,"Nakladatelství C.H.Beck, s.r.o.","Beck-online, období 4-6/2024",57400,2024-03-01,2024-03-28,5042,FD2400363,
66003008,202402,88556956,Tereza Vykydalová,administrativni správa 2/2024,30000,2024-03-04,2024-04-03,5169,FD2400364,
66003008,5190699226,47114983,"Česká pošta, s.p.",poštovní služby,7825.28,2024-03-01,2024-03-15,5161,FD2400365,
66003008,240002,10694846,Jan Pokorný,služby v oblasti nadměrné přepravy 2/2024,24400,2024-02-29,2024-04-02,5169,FD2400366,
66003008,12024,14501643,Kovář Václav,Provádění prevence v oblasti bezpečnosti silničního provozu a dopravní výchovy v Jihočeském kraji za 1/2024,86972.58,2024-02-03,2024-04-02,5169,FD2400367,
66003008,2410136,45306605,AFRY CZ s.r.o.,Konzultace k PTV Visum za 1-2/2024,80344,2024-02-29,2024-04-03,5168,FD2400368,
66003008,2024005,5984971,Dominika Kozáková,služby pro silničně správní úřad 2/2024,24900,2024-03-01,2024-04-03,5169,FD2400369,
66003008,310240293,25434471,CardHouse s.r.o.,nákup spotřebního materiálu do tiskárny MATICA XID8600 600DPI pro tisk průkazů způsobilosti k vedení námořní jachty,55466.40,2024-03-01,2024-04-03,5139,FD2400370,
66003008,20240616,27426653,BusinessCom a.s.,Servis KS za 2/2024,27951,2024-02-29,2024-04-03,5168,FD2400371,
66003008,5831240298,2819678,O2 IT Services s.r.o.,KL006 - Služba předání provozu,3448195.08,2024-03-04,2024-04-03,5168,FD2400372,
66003008,1091920,49704362,ASIANA s.r.o.,Ubytování - Blanka Bednářová - ZPC 66/2024,2916,2024-03-04,2024-04-03,5173,FD2400373,
66003008,1824010336,48115908,"FTV Prima, spol. s r.o.",zajištění vysílání informačních spotů,1306800,2024-03-04,2024-04-03,5169,FD2400376,
66003008,24110033,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,86718.28,2024-03-04,2024-04-03,5139,FD2400377,
66003008,6240145,61057606,"Komwag, podnik čistoty a údržby města, a.s.",svoz a likvidace odpadu 2/2024,42421.40,2024-02-29,2024-04-03,5169,FD2400378,
66003008,152024,27062171,Hypermarket Film s.r.o.,"Výroba videí (4 spoty v délce 90-120 vteřin, 1 spot v délce 30 vteřin) pro komunikaci na sociálních sítích a v médiích za účelem informování veřejnosti",1629561.45,2024-02-21,2024-03-22,6119,FD2400379,
66003008,2024001,5396654,Lukáš Rapouch,personální zajištění stánku Besip na akci Motosalon 2024,25200,2024-03-04,2024-04-03,5169,FD2400380,
66003008,9660302834,64949681,T-Mobile Czech Republic a.s.,telekomunikační služby za 2/2024,12934.57,2024-03-01,2024-04-03,5162,FD2400381,
66003008,9458173820,64949681,T-Mobile Czech Republic a.s.,služby symetrického internetu za 2/2024,18150,2024-03-01,2024-04-03,5162,FD2400382,
66003008,5183181893,47114983,"Česká pošta, s.p.",Kvalifikované certifikáty,1980,2024-03-04,2024-03-18,5168,FD2400383,
66003008,5183180269,47114983,"Česká pošta, s.p.",Časové razítko 2/2024,5763.23,2024-03-04,2024-03-18,5168,FD2400384,
66003008,2024071,311391,"CENDIS, s.p.",odebraná dotovaná jídla důchodci za 2/2024,15337.30,2024-03-05,2024-04-04,5169,FD2400385,
66003008,2024072,311391,"CENDIS, s.p.",odebraná dotovaná jídla zaměstnanci za 2/2024,398574.01,2024-03-05,2024-04-04,5169,FD2400386,
66003008,2024073,311391,"CENDIS, s.p.",odebraná nedotovaná jídla zaměstnanci za 2/2024,75491.13,2024-03-05,2024-04-04,5169,FD2400387,
66003008,2024074,311391,"CENDIS, s.p.",Technická správa budov a majetku 2/2024,664169,2024-03-05,2024-04-04,5169,FD2400388,
66003008,2024075,311391,"CENDIS, s.p.",provozování infolinky MD za 2/2024,220099,2024-03-05,2024-04-04,5169,FD2400389,
66003008,2024078,311391,"CENDIS, s.p.",zajištění občerstvení na Koordinační radu pro kosmické aktivity dne 04.03.2024,816,2024-03-05,2024-04-04,5175,FD2400390,
66003008,2024079,311391,"CENDIS, s.p.",dodání občerstvení v období 2/2024,5761.70,2024-03-05,2024-04-04,5175,FD2400391,
66003008,132410303,28510011,"Komterm Čechy, s.r.o.","techn.správa, provoz a servis plynové kotelny za 2/2024",8525.30,2024-02-29,2024-04-04,5169,FD2400392,
66003008,132410283,28510011,"Komterm Čechy, s.r.o.",Opravy technologického zařízení plynové kotelny za 2/2024,1276.67,2024-02-29,2024-04-04,5171,FD2400393,
66003008,202400034,28241266,TITIO s.r.o.,Technická podpora a údržba stránek MD ČR za 2/2024,17545,2024-02-29,2024-04-04,5168,FD2400394,
66003008,352024,9033181,"MediaKIDS Publishing s.r.o. (původně Valora Investment),",Inzerce v Časopisu Tečka 3-4/2024,24200,2024-03-04,2024-04-04,5169,FD2400395,
66003008,5239993524,60193336,O2 Czech Republic a.s.,"Telekomunikační služby, 2/2024",225527.46,2024-02-29,2024-04-04,5162,FD2400396,
66003008,24200639,27608514,CompuNet s.r.o.,Podpora software LOGmanagerII. odst. 4 návrhu smlouvy do 18/07/2024 - 2/2024,11495,2024-03-04,2024-04-04,5168,FD2400397,
66003008,20240062,26428091,"e-Fractal, s.r.o.",konzultační činnosti za 2/2024,26318,2024-03-04,2024-04-04,5168,FD2400398,
66003008,1232410419,70994226,"České dráhy, a.s.",Mezinárodní jízdenky - Blanka Bednářová a Mikuláš Myslbek - ZPC 32-33/2024,1512,2024-03-05,2024-04-04,5173,FD2400399,
66003008,101114225,49704362,ASIANA s.r.o.,Letenky - Ondřej Šváb - ZPC 80/2024,14729,2024-03-05,2024-04-04,5173,FD2400400,
66003008,101114244,49704362,ASIANA s.r.o.,Letenky - Michal Kliský - ZPC 79/2024,7110,2024-03-05,2024-04-04,5173,FD2400401,
66003008,4100000312,45808163,"FASS, s.r.o.",PO a BOZP za 2/2024,12691.69,2024-03-05,2024-04-04,5169,FD2400402,
66003008,240101206,29013356,ATERRA SERVICES s.r.o.,"Forenzní audit finančních a projektových procesů v CENDIS,s.p.",110908.60,2024-02-29,2024-04-04,5166,FD2400403,
